symbol,type,common_name,hq_aprox_location_lat,hq_aprox_location_lon,Date,Open,High,Low,Close,Adj Close,Volume,Year
KO,Stock,The CocaCola Company,34,-84,20/12/1971,1.226563,1.299479,1.226563,1.248698,0.300867,6000000,1971
KO,Stock,The CocaCola Company,34,-84,27/12/1971,1.248698,1.270833,1.231771,1.270833,0.306201,3235200,1971
KO,Stock,The CocaCola Company,34,-84,3/1/1972,1.268229,1.268229,1.201823,1.208333,0.291142,6240000,1972
KO,Stock,The CocaCola Company,34,-84,10/1/1972,1.216146,1.244792,1.201823,1.210938,0.291769,4531200,1972
KO,Stock,The CocaCola Company,34,-84,17/1/1972,1.208333,1.208333,1.171875,1.192708,0.287377,5424000,1972
KO,Stock,The CocaCola Company,34,-84,24/1/1972,1.192708,1.229167,1.192708,1.229167,0.296162,4377600,1972
KO,Stock,The CocaCola Company,34,-84,31/1/1972,1.230469,1.291667,1.230469,1.283854,0.309338,5980800,1972
KO,Stock,The CocaCola Company,34,-84,7/2/1972,1.28125,1.291667,1.265625,1.289063,0.310593,4665600,1972
KO,Stock,The CocaCola Company,34,-84,14/2/1972,1.289063,1.338542,1.28125,1.3125,0.31624,5462400,1972
KO,Stock,The CocaCola Company,34,-84,21/2/1972,1.3125,1.315104,1.291667,1.302083,0.313731,3475200,1972
KO,Stock,The CocaCola Company,34,-84,28/2/1972,1.302083,1.333333,1.294271,1.329427,0.320319,5116800,1972
KO,Stock,The CocaCola Company,34,-84,6/3/1972,1.329427,1.39974,1.329427,1.367188,0.329417,5904000,1972
KO,Stock,The CocaCola Company,34,-84,13/3/1972,1.346354,1.346354,1.292969,1.302083,0.314692,8227200,1972
KO,Stock,The CocaCola Company,34,-84,20/3/1972,1.302083,1.34375,1.298177,1.34375,0.324762,4233600,1972
KO,Stock,The CocaCola Company,34,-84,27/3/1972,1.34375,1.34375,1.299479,1.3125,0.31721,3417600,1972
KO,Stock,The CocaCola Company,34,-84,3/4/1972,1.3125,1.34375,1.302083,1.341146,0.324133,5107200,1972
KO,Stock,The CocaCola Company,34,-84,10/4/1972,1.346354,1.385417,1.341146,1.375,0.332315,7315200,1972
KO,Stock,The CocaCola Company,34,-84,17/4/1972,1.375,1.385417,1.328125,1.330729,0.321616,4800000,1972
KO,Stock,The CocaCola Company,34,-84,24/4/1972,1.330729,1.358073,1.291667,1.358073,0.328224,5472000,1972
KO,Stock,The CocaCola Company,34,-84,1/5/1972,1.358073,1.364583,1.3125,1.325521,0.320357,11539200,1972
KO,Stock,The CocaCola Company,34,-84,8/5/1972,1.322917,1.348958,1.289063,1.34375,0.324762,5721600,1972
KO,Stock,The CocaCola Company,34,-84,15/5/1972,1.34375,1.354167,1.333333,1.352865,0.326965,5251200,1972
KO,Stock,The CocaCola Company,34,-84,22/5/1972,1.360677,1.382813,1.346354,1.380208,0.333574,8140800,1972
KO,Stock,The CocaCola Company,34,-84,29/5/1972,1.380208,1.388021,1.369792,1.372396,0.331686,3244800,1972
KO,Stock,The CocaCola Company,34,-84,5/6/1972,1.372396,1.375,1.335938,1.34375,0.324762,4137600,1972
KO,Stock,The CocaCola Company,34,-84,12/6/1972,1.34375,1.354167,1.330729,1.351563,0.327686,5788800,1972
KO,Stock,The CocaCola Company,34,-84,19/6/1972,1.351563,1.393229,1.348958,1.388021,0.336525,6604800,1972
KO,Stock,The CocaCola Company,34,-84,26/6/1972,1.388021,1.390625,1.380208,1.390625,0.337157,3945600,1972
KO,Stock,The CocaCola Company,34,-84,3/7/1972,1.390625,1.440104,1.389323,1.421875,0.344733,3974400,1972
KO,Stock,The CocaCola Company,34,-84,10/7/1972,1.421875,1.424479,1.397135,1.411458,0.342208,7900800,1972
KO,Stock,The CocaCola Company,34,-84,17/7/1972,1.411458,1.429688,1.408854,1.429688,0.346628,3302400,1972
KO,Stock,The CocaCola Company,34,-84,24/7/1972,1.429688,1.519531,1.427083,1.494792,0.362412,6912000,1972
KO,Stock,The CocaCola Company,34,-84,31/7/1972,1.492188,1.53125,1.473958,1.476563,0.357993,5328000,1972
KO,Stock,The CocaCola Company,34,-84,7/8/1972,1.476563,1.515625,1.46875,1.515625,0.367463,7977600,1972
KO,Stock,The CocaCola Company,34,-84,14/8/1972,1.515625,1.518229,1.492188,1.515625,0.367463,4387200,1972
KO,Stock,The CocaCola Company,34,-84,21/8/1972,1.515625,1.523438,1.434896,1.455729,0.352941,4166400,1972
KO,Stock,The CocaCola Company,34,-84,28/8/1972,1.455729,1.476563,1.445313,1.476563,0.357993,2678400,1972
KO,Stock,The CocaCola Company,34,-84,4/9/1972,1.47526,1.47526,1.440104,1.440104,0.349153,2688000,1972
KO,Stock,The CocaCola Company,34,-84,11/9/1972,1.440104,1.445313,1.388021,1.390625,0.338149,4512000,1972
KO,Stock,The CocaCola Company,34,-84,18/9/1972,1.390625,1.411458,1.371094,1.411458,0.343215,6998400,1972
KO,Stock,The CocaCola Company,34,-84,25/9/1972,1.411458,1.49349,1.401042,1.46875,0.357146,4406400,1972
KO,Stock,The CocaCola Company,34,-84,2/10/1972,1.455729,1.458333,1.419271,1.442708,0.350814,3523200,1972
KO,Stock,The CocaCola Company,34,-84,9/10/1972,1.442708,1.476563,1.421875,1.421875,0.345748,3820800,1972
KO,Stock,The CocaCola Company,34,-84,16/10/1972,1.421875,1.4375,1.40625,1.4375,0.349547,4752000,1972
